# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.5beta01 - Nov. 03, 2018
# Instrument: Full_simple.instr
# Ncount: 6250000
# Trace: no
# Gravitation: no
# Seed: 1544093927
# Directory: Magnon_rerun_B_gcc-4.9/1
# Nodes: 16
# Param: WaveMin=2.75
# Param: WaveMax=4.4
# Param: E_0=4
# Param: L_0=0
# Param: chopPulseOpening=0.004
# Param: DivSlit0_width=0.1
# Param: DivSlit1_width=0.1
# Param: DivSlit2_width=0.1
# Param: DivSlit3_width=0.1
# Param: Npulse=1
# Param: print=0
# Param: makeVirtualSource=0
# Param: printMValues=0
# Param: power=2
# Param: BWopen=161
# Param: OMA=37.072
# Param: TTA=74.1432
# Param: OMA2=30.628
# Param: TTA2=61.256
# Param: phi=37
# Param: dphi=0.332
# Param: MCPLfile=BIFROST_mcpl.gz
# Param: ax=0
# Param: ay=2.14
# Param: az=-1.24
# Param: bx=0
# Param: by=0
# Param: bz=2.47
# Param: cx=6.71
# Param: cy=0
# Param: cz=0
# Param: Omega=2
# Param: TwoTheta=20
# Param: lambda=10
# Param: dlambda=9.9
# Param: Rotation=0
# Param: inelastic=1
# Param: aa=6.28319
# Param: sample_J1=1.5
# Param: sample_J2=0
# Param: TT=300
# Param: FerroMagnet=0
# Param: Verbose=0
# Param: imultiplier=1
# Param: INCOH=0
# Param: INCOHspread=0
# Param: sample_focusW=2.1
# Param: sample_focusH=0.15
# Param: focus_EF=5
# Param: TOFmin=0.1172
# Param: TOFmax=0.186
# Param: TOFbins=256
# Date: Wed Dec  5 21:50:52 2018 (1544043052)
# type: array_2d(20, 20)
# Source: EGCESE (Full_simple.instr)
# component: PSD_sample_small
# position: 0 0 -0.00496
# title: PSD monitor
# Ncount: 100000000
# filename: PSD_sample_small.dat
# statistics: X0=-1.27058e-06; dX=0.288307; Y0=1.68071e-05; dY=0.288294;
# signal: Min=1.34872e+07; Max=1.36628e+07; Mean=1.35691e+07;
# values: 5.42765e+09 542783 9.99934e+07
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -0.5 0.5 -0.5 0.5
# variables: I I_err N
# Data [PSD_sample_small/PSD_sample_small.dat] I:
13526864.43 13590154.99 13573111.05 13547762.26 13544016.93 13550204.86 13520567.94 13537340.48 13540054.49 13575119.41 13573653.85 13558238.31 13566543.16 13522739.14 13556555.63 13609478.69 13544668.29 13576150.73 13555578.58 13525561.71 
13550856.22 13582718.62 13554058.74 13559866.71 13583695.66 13552321.78 13563774.88 13578430.49 13587115.3 13552158.94 13552430.34 13569962.8 13562634.99 13553678.78 13521056.46 13600359.64 13616263.7 13578104.81 13564371.96 13589720.75 
13553298.82 13574196.65 13564697.64 13567248.8 13539511.68 13584998.38 13517908.22 13536146.32 13573925.25 13566054.64 13590534.95 13588200.91 13539565.96 13586898.18 13551181.9 13588363.75 13547545.13 13529415.59 13561712.23 13617457.86 
13571319.8 13583641.38 13583641.38 13512045.97 13546133.85 13585269.78 13607850.29 13627662.52 13575987.89 13569691.4 13580113.18 13572731.09 13571428.36 13541031.53 13606004.77 13583967.06 13575987.89 13537666.16 13605733.37 13581958.7 
13580438.86 13550964.78 13534517.92 13569040.04 13539891.65 13603236.48 13584726.98 13587603.83 13583478.54 13523770.46 13607796.01 13588960.83 13580384.58 13563503.47 13586518.22 13578973.29 13561983.63 13551453.3 13541411.49 13560192.39 
13572785.37 13539294.56 13556935.59 13567574.48 13603507.89 13571211.24 13584672.7 13618869.14 13549499.22 13590426.39 13561657.95 13594714.51 13564371.96 13637432.93 13554872.94 13559432.47 13582501.5 13584292.74 13577236.33 13570451.32 
13588200.91 13560246.67 13617674.98 13587820.95 13574685.17 13614581.02 13526484.47 13552593.18 13521327.86 13534517.92 13571699.77 13577344.89 13594225.99 13562417.87 13586463.94 13596505.76 13585704.02 13525453.15 13526864.43 13544831.13 
13576910.65 13621311.75 13603182.2 13593194.67 13552810.3 13563612.04 13566868.84 13582772.9 13571319.8 13569420 13564751.92 13533758 13491148.14 13602856.52 13578593.33 13555252.9 13546622.37 13570668.44 13535223.56 13618380.62 
13618272.06 13564100.56 13544559.73 13581253.06 13579081.85 13589937.87 13563340.63 13580058.9 13585161.22 13580438.86 13581307.34 13585649.74 13554438.7 13568768.64 13555144.34 13581090.22 13596505.76 13539457.4 13566543.16 13536580.56 
13578647.61 13629508.04 13544559.73 13526213.07 13568985.76 13561277.99 13562743.55 13576856.37 13631679.24 13530392.63 13567845.88 13555307.18 13557912.63 13563829.16 13534952.16 13578593.33 13555904.27 13585975.42 13575716.49 13610835.69 
