# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.5beta01 - Nov. 03, 2018
# Instrument: Full_simple_noSqq.instr
# Ncount: 6250000
# Trace: no
# Gravitation: no
# Seed: 1544467695
# Directory: Magnon_rerun_events_C_noEfocus_noSqq/50
# Nodes: 16
# Param: WaveMin=2.75
# Param: WaveMax=4.4
# Param: E_0=4
# Param: L_0=0
# Param: chopPulseOpening=0.004
# Param: DivSlit0_width=0.1
# Param: DivSlit1_width=0.1
# Param: DivSlit2_width=0.1
# Param: DivSlit3_width=0.1
# Param: Npulse=1
# Param: print=0
# Param: makeVirtualSource=0
# Param: printMValues=0
# Param: power=2
# Param: BWopen=161
# Param: OMA=37.072
# Param: TTA=74.1432
# Param: OMA2=30.628
# Param: TTA2=61.256
# Param: phi=37
# Param: dphi=0.332
# Param: MCPLfile=BIFROST_mcpl.gz
# Param: ax=0
# Param: ay=2.14
# Param: az=-1.24
# Param: bx=0
# Param: by=0
# Param: bz=2.47
# Param: cx=6.71
# Param: cy=0
# Param: cz=0
# Param: Omega=50
# Param: TwoTheta=15
# Param: lambda=10
# Param: dlambda=9.9
# Param: Rotation=0
# Param: inelastic=1
# Param: aa=6.28319
# Param: sample_J1=1.5
# Param: sample_J2=0
# Param: TT=300
# Param: FerroMagnet=0
# Param: Verbose=0
# Param: imultiplier=1
# Param: INCOH=0
# Param: INCOHspread=0
# Param: sample_focusW=2.1
# Param: sample_focusH=0.15
# Param: focus_EF=0
# Param: TOFmin=0.1172
# Param: TOFmax=0.186
# Param: TOFbins=256
# Date: Mon Dec 10 07:38:08 2018 (1544423888)
# type: array_2d(20, 20)
# Source: EGCESE (Full_simple_noSqq.instr)
# component: PSD_sample_small
# position: 0 0 -0.00496
# title: PSD monitor
# Ncount: 100000000
# filename: PSD_sample_small.dat
# statistics: X0=1.13605e-05; dX=0.288311; Y0=5.44969e-05; dY=0.288287;
# signal: Min=1.34795e+07; Max=1.36651e+07; Mean=1.35691e+07;
# values: 5.42764e+09 542782 9.99933e+07
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -0.5 0.5 -0.5 0.5
# variables: I I_err N
# Data [PSD_sample_small/PSD_sample_small.dat] I:
13552213.22 13595040.19 13562037.91 13587495.27 13564806.2 13527624.35 13537720.44 13569148.6 13558672.55 13548250.78 13570722.72 13532509.56 13582664.34 13568117.28 13551399.02 13497933.15 13613332.58 13568660.08 13556664.19 13553461.66 
13520893.62 13573925.25 13618597.74 13572025.45 13519265.22 13551399.02 13581795.86 13597591.36 13569799.96 13564643.36 13524910.35 13568985.76 13576150.73 13530772.59 13562580.71 13523607.62 13561440.83 13534029.4 13587278.14 13550259.14 
13560572.35 13567248.8 13599871.12 13562363.59 13558509.71 13515682.73 13576639.25 13558781.11 13525941.67 13564263.4 13590643.51 13618814.86 13547816.54 13581958.7 13535332.12 13600902.44 13586355.38 13521653.54 13590643.51 13599056.92 
13564209.12 13540380.17 13518830.98 13596071.52 13555849.99 13540814.41 13565783.24 13524584.67 13568008.72 13551236.18 13593954.59 13565294.72 13520947.9 13561440.83 13595691.56 13556989.87 13561006.59 13577779.13 13559161.07 13597971.32 
13537829 13564046.28 13520893.62 13532998.08 13584944.1 13590100.71 13547056.61 13515194.21 13568063 13616535.1 13549227.82 13554818.66 13507323.6 13567628.76 13565566.12 13588363.75 13531043.99 13627933.92 13612301.26 13579298.97 
13550639.1 13634990.32 13566271.76 13557912.63 13604539.21 13550693.38 13557858.35 13548685.02 13598568.4 13563774.88 13665115.76 13540325.89 13541737.17 13562037.91 13567031.68 13585106.94 13556067.11 13535440.68 13555904.27 13580873.1 
13579624.66 13563177.79 13559378.19 13574793.73 13580493.14 13615449.5 13580710.26 13594171.71 13587169.58 13567900.16 13566543.16 13537231.92 13600848.16 13583532.82 13619520.51 13565891.8 13562906.39 13520133.7 13579624.66 13551019.06 
13571482.64 13580655.98 13587603.83 13569691.4 13582012.98 13554221.58 13596885.72 13595203.03 13520242.26 13571808.33 13588635.15 13575065.13 13592326.19 13614418.18 13566543.16 13554275.86 13610184.33 13535549.24 13526972.99 13565186.16 
13557315.55 13580981.66 13563340.63 13535006.44 13593683.19 13560409.51 13556772.75 13566108.92 13560735.19 13563666.32 13538697.48 13590426.39 13597808.48 13590154.99 13620823.23 13531532.51 13553895.9 13541574.33 13600685.32 13510960.37 
13562689.27 13549282.1 13606167.61 13591349.15 13594551.67 13597048.56 13554927.22 13603562.17 13545591.05 13590209.27 13590046.43 13623211.55 13563286.35 13564969.04 13559486.75 13537829 13581524.46 13613875.38 13523444.78 13563992 
